image_id,real_image_path,real_mask_path,classification_label,split
c2310cd64cc7b1f40127fd5b12375eab633e6fbe1e2fbb7d68c113417bc2cd4b,data/drsk-10k-seed-23/patches/c2310cd64cc7b1f40127fd5b12375eab633e6fbe1e2fbb7d68c113417bc2cd4b.jpg,data/drsk-10k-seed-23/plain-segmentation/c2310cd64cc7b1f40127fd5b12375eab633e6fbe1e2fbb7d68c113417bc2cd4b.png,0,train
89bb96213dfda9e65fb8f1c864e343b624075d7d8bcd4bf8941b31f744e4633f,data/drsk-10k-seed-23/patches/89bb96213dfda9e65fb8f1c864e343b624075d7d8bcd4bf8941b31f744e4633f.jpg,data/drsk-10k-seed-23/plain-segmentation/89bb96213dfda9e65fb8f1c864e343b624075d7d8bcd4bf8941b31f744e4633f.png,1,train
93254872e2da59bd8a336517d02fc5f7a7164838ec15226c9708ffdb18dfbd86,data/drsk-10k-seed-23/patches/93254872e2da59bd8a336517d02fc5f7a7164838ec15226c9708ffdb18dfbd86.jpg,data/drsk-10k-seed-23/plain-segmentation/93254872e2da59bd8a336517d02fc5f7a7164838ec15226c9708ffdb18dfbd86.png,2,train
7ee0515771a7e144e85ec11efcd9234c04d957d74acad01db4a97b772dcaf01c,data/drsk-10k-seed-23/patches/7ee0515771a7e144e85ec11efcd9234c04d957d74acad01db4a97b772dcaf01c.jpg,data/drsk-10k-seed-23/plain-segmentation/7ee0515771a7e144e85ec11efcd9234c04d957d74acad01db4a97b772dcaf01c.png,2,train
f3621574cc942a5da106536ff73efda6b92b993c808549902a0a7fa2e47c7574,data/drsk-10k-seed-23/patches/f3621574cc942a5da106536ff73efda6b92b993c808549902a0a7fa2e47c7574.jpg,data/drsk-10k-seed-23/plain-segmentation/f3621574cc942a5da106536ff73efda6b92b993c808549902a0a7fa2e47c7574.png,2,train
a4c4f932ed01c675d8acc8b5a13ed74634e6293c2e048121a34602c00df8b646,data/drsk-10k-seed-23/patches/a4c4f932ed01c675d8acc8b5a13ed74634e6293c2e048121a34602c00df8b646.jpg,data/drsk-10k-seed-23/plain-segmentation/a4c4f932ed01c675d8acc8b5a13ed74634e6293c2e048121a34602c00df8b646.png,0,train
a31b5eb5790d489ba223209f173379ba3a458b29710e97457ced471ca92a5469,data/drsk-10k-seed-23/patches/a31b5eb5790d489ba223209f173379ba3a458b29710e97457ced471ca92a5469.jpg,data/drsk-10k-seed-23/plain-segmentation/a31b5eb5790d489ba223209f173379ba3a458b29710e97457ced471ca92a5469.png,2,train
8499aa1e78a6984a49551a3940b1f848f407bb7894e984f17af82c45ecbe34d6,data/drsk-10k-seed-23/patches/8499aa1e78a6984a49551a3940b1f848f407bb7894e984f17af82c45ecbe34d6.jpg,data/drsk-10k-seed-23/plain-segmentation/8499aa1e78a6984a49551a3940b1f848f407bb7894e984f17af82c45ecbe34d6.png,2,train
df9b09f8bc110b0c0417635c9e2396b84b36f19916ce4f541e30e6bc79b12e22,data/drsk-10k-seed-23/patches/df9b09f8bc110b0c0417635c9e2396b84b36f19916ce4f541e30e6bc79b12e22.jpg,data/drsk-10k-seed-23/plain-segmentation/df9b09f8bc110b0c0417635c9e2396b84b36f19916ce4f541e30e6bc79b12e22.png,2,train
b2ba40d8fc37a8eac19caa577f67d8fb57929053f33571062dada81ebf1f178b,data/drsk-10k-seed-23/patches/b2ba40d8fc37a8eac19caa577f67d8fb57929053f33571062dada81ebf1f178b.jpg,data/drsk-10k-seed-23/plain-segmentation/b2ba40d8fc37a8eac19caa577f67d8fb57929053f33571062dada81ebf1f178b.png,0,train
c5e19a851f8d8528287a81d7061427dccc2625af4964a01f9b748240f160e0ac,data/drsk-10k-seed-23/patches/c5e19a851f8d8528287a81d7061427dccc2625af4964a01f9b748240f160e0ac.jpg,data/drsk-10k-seed-23/plain-segmentation/c5e19a851f8d8528287a81d7061427dccc2625af4964a01f9b748240f160e0ac.png,2,train
