image_id,real_image_path,real_mask_path,classification_label,split
66d585bd070a16364b082430e19107f5af7d41580b2b87d68975abcedde3d2dd,data/drsk-1k-seed-42/patches/66d585bd070a16364b082430e19107f5af7d41580b2b87d68975abcedde3d2dd.jpg,data/drsk-1k-seed-42/plain-segmentation/66d585bd070a16364b082430e19107f5af7d41580b2b87d68975abcedde3d2dd.png,2,train
6395cd25c9194a90169a03b282667172e86f95614196ce0d4b42c3376b882a2e,data/drsk-1k-seed-42/patches/6395cd25c9194a90169a03b282667172e86f95614196ce0d4b42c3376b882a2e.jpg,data/drsk-1k-seed-42/plain-segmentation/6395cd25c9194a90169a03b282667172e86f95614196ce0d4b42c3376b882a2e.png,2,train
0051e422d891093b68408ea3d2e5dadb2520edebd55de1a7199f283ec13b9de6,data/drsk-1k-seed-42/patches/0051e422d891093b68408ea3d2e5dadb2520edebd55de1a7199f283ec13b9de6.jpg,data/drsk-1k-seed-42/plain-segmentation/0051e422d891093b68408ea3d2e5dadb2520edebd55de1a7199f283ec13b9de6.png,0,train
5b18a9d70c2205f6b3ff2a368a5aeb805e1a1358db29c32e9080554a5eb0f8c2,data/drsk-1k-seed-42/patches/5b18a9d70c2205f6b3ff2a368a5aeb805e1a1358db29c32e9080554a5eb0f8c2.jpg,data/drsk-1k-seed-42/plain-segmentation/5b18a9d70c2205f6b3ff2a368a5aeb805e1a1358db29c32e9080554a5eb0f8c2.png,2,train
48e3f9469e0bbdef11e88182619c6dcca6b5a1ade7fe64c83b931609d0bf983e,data/drsk-1k-seed-42/patches/48e3f9469e0bbdef11e88182619c6dcca6b5a1ade7fe64c83b931609d0bf983e.jpg,data/drsk-1k-seed-42/plain-segmentation/48e3f9469e0bbdef11e88182619c6dcca6b5a1ade7fe64c83b931609d0bf983e.png,0,train
0f4fa7dded609d9e45a3de73c8ba9749758b297a512d9dcc241cb91d4286ab72,data/drsk-1k-seed-42/patches/0f4fa7dded609d9e45a3de73c8ba9749758b297a512d9dcc241cb91d4286ab72.jpg,data/drsk-1k-seed-42/plain-segmentation/0f4fa7dded609d9e45a3de73c8ba9749758b297a512d9dcc241cb91d4286ab72.png,2,train
57176b6c1683d9d68008ade282229a5deec55f57b28a10593b5e7107f1e94b26,data/drsk-1k-seed-42/patches/57176b6c1683d9d68008ade282229a5deec55f57b28a10593b5e7107f1e94b26.jpg,data/drsk-1k-seed-42/plain-segmentation/57176b6c1683d9d68008ade282229a5deec55f57b28a10593b5e7107f1e94b26.png,2,train
099cd35f8088e2efbbd275acb631b5d52cd65be132655adfcd4e57b872a27132,data/drsk-1k-seed-42/patches/099cd35f8088e2efbbd275acb631b5d52cd65be132655adfcd4e57b872a27132.jpg,data/drsk-1k-seed-42/plain-segmentation/099cd35f8088e2efbbd275acb631b5d52cd65be132655adfcd4e57b872a27132.png,2,train
4fbac111b8c8de74761f46b97f12a3c3bd557d7d788c14f0ef4cccc8f706b327,data/drsk-1k-seed-42/patches/4fbac111b8c8de74761f46b97f12a3c3bd557d7d788c14f0ef4cccc8f706b327.jpg,data/drsk-1k-seed-42/plain-segmentation/4fbac111b8c8de74761f46b97f12a3c3bd557d7d788c14f0ef4cccc8f706b327.png,2,train
549f708c2c3debeb46252bfa05aa2d68976e849f5e967447d337277a96595e78,data/drsk-1k-seed-42/patches/549f708c2c3debeb46252bfa05aa2d68976e849f5e967447d337277a96595e78.jpg,data/drsk-1k-seed-42/plain-segmentation/549f708c2c3debeb46252bfa05aa2d68976e849f5e967447d337277a96595e78.png,2,train
106d95937c5760d64f2c9c0dee39a0ca9fa9f73f227cf7662b5fd159a923e9b8,data/drsk-1k-seed-42/patches/106d95937c5760d64f2c9c0dee39a0ca9fa9f73f227cf7662b5fd159a923e9b8.jpg,data/drsk-1k-seed-42/plain-segmentation/106d95937c5760d64f2c9c0dee39a0ca9fa9f73f227cf7662b5fd159a923e9b8.png,0,train
8bc7d1bdbc29d7f1630ce4fd036f5d9856999fb789bc0568a239c5e0023c8bd6,data/drsk-1k-seed-42/patches/8bc7d1bdbc29d7f1630ce4fd036f5d9856999fb789bc0568a239c5e0023c8bd6.jpg,data/drsk-1k-seed-42/plain-segmentation/8bc7d1bdbc29d7f1630ce4fd036f5d9856999fb789bc0568a239c5e0023c8bd6.png,2,train
38f0758b185ee03970c94a05f503a86ab51ee22e13d45605cdab21abe12b9a45,data/drsk-1k-seed-42/patches/38f0758b185ee03970c94a05f503a86ab51ee22e13d45605cdab21abe12b9a45.jpg,data/drsk-1k-seed-42/plain-segmentation/38f0758b185ee03970c94a05f503a86ab51ee22e13d45605cdab21abe12b9a45.png,2,train
43e2dd99989eedeabe1d726b3d1a01575b95f843e8efff05c9f0baf9f25759c6,data/drsk-1k-seed-42/patches/43e2dd99989eedeabe1d726b3d1a01575b95f843e8efff05c9f0baf9f25759c6.jpg,data/drsk-1k-seed-42/plain-segmentation/43e2dd99989eedeabe1d726b3d1a01575b95f843e8efff05c9f0baf9f25759c6.png,2,train
9981924ee948adba4452d679541a3e40253e64a75ab0d84ae2408ab8f82ca34b,data/drsk-1k-seed-42/patches/9981924ee948adba4452d679541a3e40253e64a75ab0d84ae2408ab8f82ca34b.jpg,data/drsk-1k-seed-42/plain-segmentation/9981924ee948adba4452d679541a3e40253e64a75ab0d84ae2408ab8f82ca34b.png,2,train
6697876de428f742a11a5814a5b0c1767ee78589551282ae780bfc243160e95b,data/drsk-1k-seed-42/patches/6697876de428f742a11a5814a5b0c1767ee78589551282ae780bfc243160e95b.jpg,data/drsk-1k-seed-42/plain-segmentation/6697876de428f742a11a5814a5b0c1767ee78589551282ae780bfc243160e95b.png,2,train
e56023b39c9f57eb794de9db3f662df7e59e16bb1b4a49ba38f9369c44e1c875,data/drsk-1k-seed-42/patches/e56023b39c9f57eb794de9db3f662df7e59e16bb1b4a49ba38f9369c44e1c875.jpg,data/drsk-1k-seed-42/plain-segmentation/e56023b39c9f57eb794de9db3f662df7e59e16bb1b4a49ba38f9369c44e1c875.png,2,train
38b0ba8d3de71acf341b90f78c13e91de9ed8d7190afb55a5d51c672ced2cf8a,data/drsk-1k-seed-42/patches/38b0ba8d3de71acf341b90f78c13e91de9ed8d7190afb55a5d51c672ced2cf8a.jpg,data/drsk-1k-seed-42/plain-segmentation/38b0ba8d3de71acf341b90f78c13e91de9ed8d7190afb55a5d51c672ced2cf8a.png,2,train
26758f7755a684fdf5a905dfba69804e1fe57ee457ad8f2b65e366e11076f489,data/drsk-1k-seed-42/patches/26758f7755a684fdf5a905dfba69804e1fe57ee457ad8f2b65e366e11076f489.jpg,data/drsk-1k-seed-42/plain-segmentation/26758f7755a684fdf5a905dfba69804e1fe57ee457ad8f2b65e366e11076f489.png,2,train
16bb7e09e2b2e10c674b09b3a17ec11a2f990468f3d5c46d087487eb7078fd34,data/drsk-1k-seed-42/patches/16bb7e09e2b2e10c674b09b3a17ec11a2f990468f3d5c46d087487eb7078fd34.jpg,data/drsk-1k-seed-42/plain-segmentation/16bb7e09e2b2e10c674b09b3a17ec11a2f990468f3d5c46d087487eb7078fd34.png,1,train
8e6b766d4b3ec2b4d7f1dcf64ca8b90dfc536b9af96b269638fad9366a3de70d,data/drsk-1k-seed-42/patches/8e6b766d4b3ec2b4d7f1dcf64ca8b90dfc536b9af96b269638fad9366a3de70d.jpg,data/drsk-1k-seed-42/plain-segmentation/8e6b766d4b3ec2b4d7f1dcf64ca8b90dfc536b9af96b269638fad9366a3de70d.png,0,test
2251d1c0b56de4445f7a628883a21c58e5aca1de99d96b4ee2c5369041314ac4,data/drsk-1k-seed-42/patches/2251d1c0b56de4445f7a628883a21c58e5aca1de99d96b4ee2c5369041314ac4.jpg,data/drsk-1k-seed-42/plain-segmentation/2251d1c0b56de4445f7a628883a21c58e5aca1de99d96b4ee2c5369041314ac4.png,2,train
d9f6c66087b1b01b753b4944bc2893405e02d032f745a5532b2d80e918ca8e93,data/drsk-1k-seed-42/patches/d9f6c66087b1b01b753b4944bc2893405e02d032f745a5532b2d80e918ca8e93.jpg,data/drsk-1k-seed-42/plain-segmentation/d9f6c66087b1b01b753b4944bc2893405e02d032f745a5532b2d80e918ca8e93.png,2,train
5ac85c8688a29c2f62deeb6027c59f90095a69468f479096c868fd38c6677e3b,data/drsk-1k-seed-42/patches/5ac85c8688a29c2f62deeb6027c59f90095a69468f479096c868fd38c6677e3b.jpg,data/drsk-1k-seed-42/plain-segmentation/5ac85c8688a29c2f62deeb6027c59f90095a69468f479096c868fd38c6677e3b.png,1,test
9fcae45b83f8a6c70b906f6a25c15d8115fcbf706cc962f81b6722c3b66ce140,data/drsk-1k-seed-42/patches/9fcae45b83f8a6c70b906f6a25c15d8115fcbf706cc962f81b6722c3b66ce140.jpg,data/drsk-1k-seed-42/plain-segmentation/9fcae45b83f8a6c70b906f6a25c15d8115fcbf706cc962f81b6722c3b66ce140.png,2,train
7407998afe35658a8c42428fede70298cbeb72d046b7be8ab968a4078a30fe92,data/drsk-1k-seed-42/patches/7407998afe35658a8c42428fede70298cbeb72d046b7be8ab968a4078a30fe92.jpg,data/drsk-1k-seed-42/plain-segmentation/7407998afe35658a8c42428fede70298cbeb72d046b7be8ab968a4078a30fe92.png,2,test
291d2933c0099b25e3a042f508ea20574262e55b9d671c705244eb120c1cb62f,data/drsk-1k-seed-42/patches/291d2933c0099b25e3a042f508ea20574262e55b9d671c705244eb120c1cb62f.jpg,data/drsk-1k-seed-42/plain-segmentation/291d2933c0099b25e3a042f508ea20574262e55b9d671c705244eb120c1cb62f.png,2,test
2e9ffe479e7bad9f2a5cad9d8907b6dadc0b64f36978ec026708412c21a027e9,data/drsk-1k-seed-42/patches/2e9ffe479e7bad9f2a5cad9d8907b6dadc0b64f36978ec026708412c21a027e9.jpg,data/drsk-1k-seed-42/plain-segmentation/2e9ffe479e7bad9f2a5cad9d8907b6dadc0b64f36978ec026708412c21a027e9.png,2,train
146ae582d5e49fd54de10f7faa1fa824c8156651e85399b08b72ac57ece00012,data/drsk-1k-seed-42/patches/146ae582d5e49fd54de10f7faa1fa824c8156651e85399b08b72ac57ece00012.jpg,data/drsk-1k-seed-42/plain-segmentation/146ae582d5e49fd54de10f7faa1fa824c8156651e85399b08b72ac57ece00012.png,0,test
639d844f3df444d18c927de08c2548afbe8b990b52b65b5f3521077adc93a2f1,data/drsk-1k-seed-42/patches/639d844f3df444d18c927de08c2548afbe8b990b52b65b5f3521077adc93a2f1.jpg,data/drsk-1k-seed-42/plain-segmentation/639d844f3df444d18c927de08c2548afbe8b990b52b65b5f3521077adc93a2f1.png,0,train
0b4ef0e640cd73207c61e09bfdd75bc15e98d94335b3fa407870871ba3c20431,data/drsk-1k-seed-42/patches/0b4ef0e640cd73207c61e09bfdd75bc15e98d94335b3fa407870871ba3c20431.jpg,data/drsk-1k-seed-42/plain-segmentation/0b4ef0e640cd73207c61e09bfdd75bc15e98d94335b3fa407870871ba3c20431.png,2,train
78d680beff222005cb7055177e31578c955c1f3b6e6e53d19959535b22e486ca,data/drsk-1k-seed-42/patches/78d680beff222005cb7055177e31578c955c1f3b6e6e53d19959535b22e486ca.jpg,data/drsk-1k-seed-42/plain-segmentation/78d680beff222005cb7055177e31578c955c1f3b6e6e53d19959535b22e486ca.png,2,train
fc791a9cde3fdb10f3cce61a8d833191310b8249ad7461f79ce176cb74b8c868,data/drsk-1k-seed-42/patches/fc791a9cde3fdb10f3cce61a8d833191310b8249ad7461f79ce176cb74b8c868.jpg,data/drsk-1k-seed-42/plain-segmentation/fc791a9cde3fdb10f3cce61a8d833191310b8249ad7461f79ce176cb74b8c868.png,2,train
9ab6b90dd904fe62cc9f3ae231fba1376481bddc96757cd5e7283cbe1f3fb083,data/drsk-1k-seed-42/patches/9ab6b90dd904fe62cc9f3ae231fba1376481bddc96757cd5e7283cbe1f3fb083.jpg,data/drsk-1k-seed-42/plain-segmentation/9ab6b90dd904fe62cc9f3ae231fba1376481bddc96757cd5e7283cbe1f3fb083.png,0,train
79b413a4203b70332e7dfd06302e1d9c0ae003dcebf5610f3255e41475b164ba,data/drsk-1k-seed-42/patches/79b413a4203b70332e7dfd06302e1d9c0ae003dcebf5610f3255e41475b164ba.jpg,data/drsk-1k-seed-42/plain-segmentation/79b413a4203b70332e7dfd06302e1d9c0ae003dcebf5610f3255e41475b164ba.png,0,train
4b7b977b658ba7017f2c6a168cd558a6316a8a0f23909af93223d3fcd791fa40,data/drsk-1k-seed-42/patches/4b7b977b658ba7017f2c6a168cd558a6316a8a0f23909af93223d3fcd791fa40.jpg,data/drsk-1k-seed-42/plain-segmentation/4b7b977b658ba7017f2c6a168cd558a6316a8a0f23909af93223d3fcd791fa40.png,2,test
b8e239062d4bbe6f7ee0213056a5c8a010b12a9971e35b8678a237e6f7d4d598,data/drsk-1k-seed-42/patches/b8e239062d4bbe6f7ee0213056a5c8a010b12a9971e35b8678a237e6f7d4d598.jpg,data/drsk-1k-seed-42/plain-segmentation/b8e239062d4bbe6f7ee0213056a5c8a010b12a9971e35b8678a237e6f7d4d598.png,2,train
327d7a5f4df1e4a8f3bf4b248a577f85260f447b9656286db3e582fe066bac8e,data/drsk-1k-seed-42/patches/327d7a5f4df1e4a8f3bf4b248a577f85260f447b9656286db3e582fe066bac8e.jpg,data/drsk-1k-seed-42/plain-segmentation/327d7a5f4df1e4a8f3bf4b248a577f85260f447b9656286db3e582fe066bac8e.png,0,train
3663423b6dcc55c4c34b4832142876fc1cb5caf119d10d529032fd25d67662d1,data/drsk-1k-seed-42/patches/3663423b6dcc55c4c34b4832142876fc1cb5caf119d10d529032fd25d67662d1.jpg,data/drsk-1k-seed-42/plain-segmentation/3663423b6dcc55c4c34b4832142876fc1cb5caf119d10d529032fd25d67662d1.png,2,train
98bc932aad5030f4342be596d014f6978dfc4c1d65d616a371382f1b2449dffa,data/drsk-1k-seed-42/patches/98bc932aad5030f4342be596d014f6978dfc4c1d65d616a371382f1b2449dffa.jpg,data/drsk-1k-seed-42/plain-segmentation/98bc932aad5030f4342be596d014f6978dfc4c1d65d616a371382f1b2449dffa.png,2,train
455fbb7780a9037d73a7407893429a8b14599e5468c499ba0904aa3ab28e1203,data/drsk-1k-seed-42/patches/455fbb7780a9037d73a7407893429a8b14599e5468c499ba0904aa3ab28e1203.jpg,data/drsk-1k-seed-42/plain-segmentation/455fbb7780a9037d73a7407893429a8b14599e5468c499ba0904aa3ab28e1203.png,2,train
7ad7c83644563bf9c9ba37d7a0a6049f81e902738ee50af92346f83e64803d57,data/drsk-1k-seed-42/patches/7ad7c83644563bf9c9ba37d7a0a6049f81e902738ee50af92346f83e64803d57.jpg,data/drsk-1k-seed-42/plain-segmentation/7ad7c83644563bf9c9ba37d7a0a6049f81e902738ee50af92346f83e64803d57.png,2,train
5ac28e9b0a2696789db4af7dc66f4de5479e050df184af44336f86707b30ee01,data/drsk-1k-seed-42/patches/5ac28e9b0a2696789db4af7dc66f4de5479e050df184af44336f86707b30ee01.jpg,data/drsk-1k-seed-42/plain-segmentation/5ac28e9b0a2696789db4af7dc66f4de5479e050df184af44336f86707b30ee01.png,1,test
a27903473885b321c3b3d055e36f8ada6f2a5e1a5be054d6152b5acc266c6122,data/drsk-1k-seed-42/patches/a27903473885b321c3b3d055e36f8ada6f2a5e1a5be054d6152b5acc266c6122.jpg,data/drsk-1k-seed-42/plain-segmentation/a27903473885b321c3b3d055e36f8ada6f2a5e1a5be054d6152b5acc266c6122.png,2,test
40730a1960f12878023618bf7a122d95d82d9c25e9c9cef4e2a40590de680c93,data/drsk-1k-seed-42/patches/40730a1960f12878023618bf7a122d95d82d9c25e9c9cef4e2a40590de680c93.jpg,data/drsk-1k-seed-42/plain-segmentation/40730a1960f12878023618bf7a122d95d82d9c25e9c9cef4e2a40590de680c93.png,2,train
196e7a7b7effdb3ed3c9d8d9d6850026072a264ae8efa3650f6d5d2f09dfdfc1,data/drsk-1k-seed-42/patches/196e7a7b7effdb3ed3c9d8d9d6850026072a264ae8efa3650f6d5d2f09dfdfc1.jpg,data/drsk-1k-seed-42/plain-segmentation/196e7a7b7effdb3ed3c9d8d9d6850026072a264ae8efa3650f6d5d2f09dfdfc1.png,2,test
3337fbd99c36b7ba8e19c47e451b31955674c1a10afd70e2a9ac0fcd7d1b9fd1,data/drsk-1k-seed-42/patches/3337fbd99c36b7ba8e19c47e451b31955674c1a10afd70e2a9ac0fcd7d1b9fd1.jpg,data/drsk-1k-seed-42/plain-segmentation/3337fbd99c36b7ba8e19c47e451b31955674c1a10afd70e2a9ac0fcd7d1b9fd1.png,0,train
2277b47a21af34750627838a78d4cd383c214e4a05b3463b7099b09f7d3cb635,data/drsk-1k-seed-42/patches/2277b47a21af34750627838a78d4cd383c214e4a05b3463b7099b09f7d3cb635.jpg,data/drsk-1k-seed-42/plain-segmentation/2277b47a21af34750627838a78d4cd383c214e4a05b3463b7099b09f7d3cb635.png,2,train
da67813e975ff815af9af0c6d71f06c46c795a359334d1baf60d0851248c90ea,data/drsk-1k-seed-42/patches/da67813e975ff815af9af0c6d71f06c46c795a359334d1baf60d0851248c90ea.jpg,data/drsk-1k-seed-42/plain-segmentation/da67813e975ff815af9af0c6d71f06c46c795a359334d1baf60d0851248c90ea.png,2,train
dc9b3a8eb6fdf8e53ed648c89e0833833fb3c28f689f93629acdd2aa0b8e95cb,data/drsk-1k-seed-42/patches/dc9b3a8eb6fdf8e53ed648c89e0833833fb3c28f689f93629acdd2aa0b8e95cb.jpg,data/drsk-1k-seed-42/plain-segmentation/dc9b3a8eb6fdf8e53ed648c89e0833833fb3c28f689f93629acdd2aa0b8e95cb.png,2,train
ae9e74673d28039884ebe64b9fe8ea4be99fd963ebe543fdad51d7211b51f4ff,data/drsk-1k-seed-42/patches/ae9e74673d28039884ebe64b9fe8ea4be99fd963ebe543fdad51d7211b51f4ff.jpg,data/drsk-1k-seed-42/plain-segmentation/ae9e74673d28039884ebe64b9fe8ea4be99fd963ebe543fdad51d7211b51f4ff.png,2,train
33d17b5d9604472478f91a4b88bcca930f93b93c8efafaa70dbfb7f5e062e2cb,data/drsk-1k-seed-42/patches/33d17b5d9604472478f91a4b88bcca930f93b93c8efafaa70dbfb7f5e062e2cb.jpg,data/drsk-1k-seed-42/plain-segmentation/33d17b5d9604472478f91a4b88bcca930f93b93c8efafaa70dbfb7f5e062e2cb.png,2,train
ed4bd5d9a75c49502b658677f44fe0fcf2f562da6c33930824e42f9ac64b0d0c,data/drsk-1k-seed-42/patches/ed4bd5d9a75c49502b658677f44fe0fcf2f562da6c33930824e42f9ac64b0d0c.jpg,data/drsk-1k-seed-42/plain-segmentation/ed4bd5d9a75c49502b658677f44fe0fcf2f562da6c33930824e42f9ac64b0d0c.png,2,test
040f48f6531adb4f82bf19c343b1776706aef07c83638dba772cd24052a539c8,data/drsk-1k-seed-42/patches/040f48f6531adb4f82bf19c343b1776706aef07c83638dba772cd24052a539c8.jpg,data/drsk-1k-seed-42/plain-segmentation/040f48f6531adb4f82bf19c343b1776706aef07c83638dba772cd24052a539c8.png,2,train
