image_id,real_image_path,real_mask_path,classification_label,split
ff83a61b085c8b233e67f6399e1dc39e8ebab2d648088503e36ed2626c8dee8b,data/drsk-1k-seed-43/patches/ff83a61b085c8b233e67f6399e1dc39e8ebab2d648088503e36ed2626c8dee8b.jpg,data/drsk-1k-seed-43/plain-segmentation/ff83a61b085c8b233e67f6399e1dc39e8ebab2d648088503e36ed2626c8dee8b.png,2,test
7aa02291a69b77fee5015b170dac30d8fde2491f04266cd9d0931c71f698b938,data/drsk-1k-seed-43/patches/7aa02291a69b77fee5015b170dac30d8fde2491f04266cd9d0931c71f698b938.jpg,data/drsk-1k-seed-43/plain-segmentation/7aa02291a69b77fee5015b170dac30d8fde2491f04266cd9d0931c71f698b938.png,2,train
74ec3b811d76071f8b1bf65f70200f727c2cbce147ec18820f8f6f4289eb290e,data/drsk-1k-seed-43/patches/74ec3b811d76071f8b1bf65f70200f727c2cbce147ec18820f8f6f4289eb290e.jpg,data/drsk-1k-seed-43/plain-segmentation/74ec3b811d76071f8b1bf65f70200f727c2cbce147ec18820f8f6f4289eb290e.png,2,test
f343098b4a9b7c9debece411648c4d8974bc30d10e7e007e03f05f1fcd439bf7,data/drsk-1k-seed-43/patches/f343098b4a9b7c9debece411648c4d8974bc30d10e7e007e03f05f1fcd439bf7.jpg,data/drsk-1k-seed-43/plain-segmentation/f343098b4a9b7c9debece411648c4d8974bc30d10e7e007e03f05f1fcd439bf7.png,2,test
9c4415da4c5865beaa5d9a76cd9eeca92cb759114a22ba3fc5476dc6b85f9aa2,data/drsk-1k-seed-43/patches/9c4415da4c5865beaa5d9a76cd9eeca92cb759114a22ba3fc5476dc6b85f9aa2.jpg,data/drsk-1k-seed-43/plain-segmentation/9c4415da4c5865beaa5d9a76cd9eeca92cb759114a22ba3fc5476dc6b85f9aa2.png,2,train
42b3131f5fe8bd0f6ba03e4dd568059a538976174e7042718be85a15a29ec74f,data/drsk-1k-seed-43/patches/42b3131f5fe8bd0f6ba03e4dd568059a538976174e7042718be85a15a29ec74f.jpg,data/drsk-1k-seed-43/plain-segmentation/42b3131f5fe8bd0f6ba03e4dd568059a538976174e7042718be85a15a29ec74f.png,2,train
c392dfc162fc7b0b1af886a8b3222733c409ce732397b3b78a63735a96870bac,data/drsk-1k-seed-43/patches/c392dfc162fc7b0b1af886a8b3222733c409ce732397b3b78a63735a96870bac.jpg,data/drsk-1k-seed-43/plain-segmentation/c392dfc162fc7b0b1af886a8b3222733c409ce732397b3b78a63735a96870bac.png,0,test
cf3568ef70851571e3263fa7443bd27d1968d94e49a059b8be9b1965e17fb770,data/drsk-1k-seed-43/patches/cf3568ef70851571e3263fa7443bd27d1968d94e49a059b8be9b1965e17fb770.jpg,data/drsk-1k-seed-43/plain-segmentation/cf3568ef70851571e3263fa7443bd27d1968d94e49a059b8be9b1965e17fb770.png,2,test
964e7764ecb67e1a6acfa3474af705e6c0d4e4f096f790fb9a9f0949a76fc270,data/drsk-1k-seed-43/patches/964e7764ecb67e1a6acfa3474af705e6c0d4e4f096f790fb9a9f0949a76fc270.jpg,data/drsk-1k-seed-43/plain-segmentation/964e7764ecb67e1a6acfa3474af705e6c0d4e4f096f790fb9a9f0949a76fc270.png,0,train
e32bc258b0ff848ed3ecf2c3a8c28f641bf0729558dbef61e21ef8b679dddaf7,data/drsk-1k-seed-43/patches/e32bc258b0ff848ed3ecf2c3a8c28f641bf0729558dbef61e21ef8b679dddaf7.jpg,data/drsk-1k-seed-43/plain-segmentation/e32bc258b0ff848ed3ecf2c3a8c28f641bf0729558dbef61e21ef8b679dddaf7.png,2,train
